Cell_ID,SRA Accession,Run_ID,cell_line,tissue
s0120_mouse18_HBRX3078_Metastases_1cells,SRX15228426,SRR19161936,PDX1,Metastases
s0121_mouse18_HBRX3078_Metastases_1cells,SRX15228427,SRR19161935,PDX1,Metastases
s0122_mouse18_HBRX3078_Metastases_1cells,SRX15228812,SRR19162582,PDX1,Metastases
s0123_mouse18_HBRX3078_Metastases_1cells,SRX15228813,SRR19162581,PDX1,Metastases
s0124_mouse18_HBRX3078_Metastases_1cells,SRX15228814,SRR19162580,PDX1,Metastases
s0125_mouse18_HBRX3078_Metastases_1cells,SRX15228815,SRR19162579,PDX1,Metastases
s0126_mouse18_HBRX3078_Metastases_1cells,SRX15228816,SRR19162578,PDX1,Metastases
s0127_mouse18_HBRX3078_Metastases_1cells,SRX15228817,SRR19162577,PDX1,Metastases
s0128_mouse18_HBRX3078_Metastases_1cells,SRX15228818,SRR19162576,PDX1,Metastases
s0129_mouse18_HBRX3078_Metastases_1cells,SRX15228819,SRR19162575,PDX1,Metastases
s0130_mouse18_HBRX3078_Metastases_1cells,SRX15228820,SRR19162574,PDX1,Metastases
s0131_mouse18_HBRX3078_Metastases_1cells,SRX15228821,SRR19162573,PDX1,Metastases
s0132_mouse18_HBRX3078_Metastases_1cells,SRX15228822,SRR19162572,PDX1,Metastases
s0133_mouse18_HBRX3078_Metastases_1cells,SRX15228823,SRR19162571,PDX1,Metastases
s0134_mouse18_HBRX3078_Metastases_1cells,SRX15228824,SRR19162570,PDX1,Metastases
s0135_mouse18_HBRX3078_Metastases_1cells,SRX15228825,SRR19162569,PDX1,Metastases
s0136_mouse18_HBRX3078_Metastases_1cells,SRX15228826,SRR19162568,PDX1,Metastases
s0137_mouse18_HBRX3078_Metastases_1cells,SRX15228827,SRR19162567,PDX1,Metastases
s0138_mouse18_HBRX3078_Metastases_1cells,SRX15230854,SRR19164440,PDX1,Metastases
s0139_mouse18_HBRX3078_Metastases_1cells,SRX15230855,SRR19164439,PDX1,Metastases
s0140_mouse18_HBRX3078_Metastases_1cells,SRX15230856,SRR19164438,PDX1,Metastases
s0141_mouse18_HBRX3078_Metastases_2cells,SRX15230857,SRR19164437,PDX1,Metastases
s0142_mouse18_HBRX3078_Metastases_2cells,SRX15230858,SRR19164436,PDX1,Metastases
s0143_mouse18_HBRX3078_Metastases_1cells,SRX15230859,SRR19164435,PDX1,Metastases
s0144_mouse18_HBRX3078_Metastases_1cells,SRX15230860,SRR19164434,PDX1,Metastases
s0145_mouse18_HBRX3078_Metastases_1cells,SRX15230861,SRR19164433,PDX1,Metastases
s0146_mouse18_HBRX3078_Metastases_3cells,SRX15230862,SRR19164432,PDX1,Metastases
s0147_mouse18_HBRX3078_Metastases_1cells,SRX15230863,SRR19164431,PDX1,Metastases
s0148_mouse18_HBRX3078_Metastases_1cells,SRX15230864,SRR19164430,PDX1,Metastases
s0149_mouse18_HBRX3078_Metastases_1cells,SRX15230865,SRR19164429,PDX1,Metastases
s0150_mouse18_HBRX3078_Metastases_1cells,SRX15230866,SRR19164428,PDX1,Metastases
s0151_mouse18_HBRX3078_Metastases_1cells,SRX15230867,SRR19164427,PDX1,Metastases
s0152_mouse18_HBRX3078_Metastases_1cells,SRX15230868,SRR19164426,PDX1,Metastases
s0153_mouse18_HBRX3078_Metastases_1cells,SRX15230869,SRR19164425,PDX1,Metastases
s0154_mouse18_HBRX3078_Metastases_1cells,SRX15229128,SRR19162610,PDX1,Metastases
s0155_mouse18_HBRX3078_Metastases_1cells,SRX15229129,SRR19162609,PDX1,Metastases
s0156_mouse18_HBRX3078_Metastases_1cells,SRX15229130,SRR19162608,PDX1,Metastases
s0157_mouse18_HBRX3078_Metastases_1cells,SRX15229131,SRR19162607,PDX1,Metastases
s0158_mouse18_HBRX3078_Metastases_2cells,SRX15229132,SRR19162606,PDX1,Metastases
s0159_mouse18_HBRX3078_Metastases_1cells,SRX15229133,SRR19162605,PDX1,Metastases
s0160_mouse18_HBRX3078_Metastases_debriscells,SRX15230912,SRR19164726,PDX1,Metastases
s0161_mouse18_HBRX3078_Metastases_1cells,SRX15230913,SRR19164725,PDX1,Metastases
s0162_mouse18_HBRX3078_Metastases_1cells,SRX15230914,SRR19164724,PDX1,Metastases
s0163_mouse18_HBRX3078_Metastases_1cells,SRX15230915,SRR19164723,PDX1,Metastases
s0164_mouse18_HBRX3078_Metastases_1cells,SRX15230916,SRR19164722,PDX1,Metastases
s0165_mouse18_HBRX3078_Metastases_1cells,SRX15230917,SRR19164721,PDX1,Metastases
s0166_mouse18_HBRX3078_Metastases_1cells,SRX15230918,SRR19164720,PDX1,Metastases
s0167_mouse18_HBRX3078_Metastases_1cells,SRX15230919,SRR19164719,PDX1,Metastases
s0168_mouse18_HBRX3078_Metastases_1cells,SRX15230920,SRR19164718,PDX1,Metastases
s0169_mouse18_HBRX3078_Metastases_1cells,SRX15230921,SRR19164717,PDX1,Metastases
s0170_mouse18_HBRX3078_Metastases_1cells,SRX15228428,SRR19161934,PDX1,Metastases
s0171_mouse18_HBRX3078_Metastases_1cells,SRX15228429,SRR19161933,PDX1,Metastases
s0172_mouse18_HBRX3078_Metastases_1cells,SRX15228430,SRR19161932,PDX1,Metastases
s0173_mouse18_HBRX3078_Metastases_1cells,SRX15228431,SRR19161931,PDX1,Metastases
s0174_mouse18_HBRX3078_Metastases_1cells,SRX15228432,SRR19161930,PDX1,Metastases
s0175_mouse18_HBRX3078_Metastases_1cells,SRX15228433,SRR19161929,PDX1,Metastases
s0176_mouse18_HBRX3078_Metastases_1cells,SRX15228434,SRR19161928,PDX1,Metastases
s0177_mouse18_HBRX3078_Metastases_1cells,SRX15228435,SRR19161927,PDX1,Metastases
s0178_mouse18_HBRX3078_Metastases_1cells,SRX15228436,SRR19161926,PDX1,Metastases
s0179_mouse18_HBRX3078_Metastases_0cells,SRX15228437,SRR19161925,PDX1,Metastases
s0180_mouse18_HBRX3078_Metastases_1cells,SRX15228438,SRR19161924,PDX1,Metastases
s0181_mouse18_HBRX3078_Metastases_1cells,SRX15228439,SRR19161923,PDX1,Metastases
s0182_mouse18_HBRX3078_Metastases_1cells,SRX15228440,SRR19161922,PDX1,Metastases
s0183_mouse18_HBRX3078_Metastases_1cells,SRX15228441,SRR19161921,PDX1,Metastases
s0184_mouse18_HBRX3078_Metastases_2cells,SRX15228442,SRR19161920,PDX1,Metastases
s0185_mouse18_HBRX3078_Metastases_1cells,SRX15228443,SRR19161919,PDX1,Metastases
s0186_mouse18_HBRX3078_Metastases_1cells,SRX15228828,SRR19162566,PDX1,Metastases
s0187_mouse18_HBRX3078_Metastases_1cells,SRX15228829,SRR19162565,PDX1,Metastases
s0188_mouse18_HBRX3078_Metastases_1cells,SRX15228830,SRR19162564,PDX1,Metastases
s0189_mouse18_HBRX3078_Metastases_1cells,SRX15228831,SRR19162563,PDX1,Metastases
s0190_mouse18_HBRX3078_Metastases_1cells,SRX15228832,SRR19162562,PDX1,Metastases
s0191_mouse18_HBRX3078_Metastases_1cells,SRX15228833,SRR19162561,PDX1,Metastases
s0192_mouse18_HBRX3078_Metastases_1cells,SRX15228834,SRR19162560,PDX1,Metastases
s0193_mouse19_HBRX3078_Tumor_3cells,SRX15228835,SRR19162559,PDX1,Tumor
s0194_mouse19_HBRX3078_Tumor_1cells,SRX15228836,SRR19162558,PDX1,Tumor
s0195_mouse19_HBRX3078_Tumor_1cells,SRX15228837,SRR19162557,PDX1,Tumor
s0196_mouse19_HBRX3078_Tumor_1cells,SRX15228838,SRR19162556,PDX1,Tumor
s0197_mouse19_HBRX3078_Tumor_1cells,SRX15228839,SRR19162555,PDX1,Tumor
s0198_mouse19_HBRX3078_Tumor_2cells,SRX15228840,SRR19162554,PDX1,Tumor
s0199_mouse19_HBRX3078_Tumor_1cells,SRX15228841,SRR19162553,PDX1,Tumor
s0200_mouse19_HBRX3078_Tumor_1cells,SRX15228842,SRR19162552,PDX1,Tumor
s0201_mouse19_HBRX3078_Tumor_1cells,SRX15228843,SRR19162551,PDX1,Tumor
s0202_mouse19_HBRX3078_Tumor_1cells,SRX15230870,SRR19164424,PDX1,Tumor
s0203_mouse19_HBRX3078_Tumor_1cells,SRX15230871,SRR19164423,PDX1,Tumor
s0204_mouse19_HBRX3078_Tumor_1cells,SRX15230872,SRR19164422,PDX1,Tumor
s0205_mouse19_HBRX3078_Tumor_1cells,SRX15230873,SRR19164421,PDX1,Tumor
s0206_mouse19_HBRX3078_Tumor_1cells,SRX15230874,SRR19164420,PDX1,Tumor
s0207_mouse19_HBRX3078_Tumor_1cells,SRX15230875,SRR19164419,PDX1,Tumor
s0208_mouse19_HBRX3078_Tumor_debriscells,SRX15230876,SRR19164418,PDX1,Tumor
s0209_mouse19_HBRX3078_Tumor_1cells,SRX15230877,SRR19164417,PDX1,Tumor
s0210_mouse19_HBRX3078_Tumor_1cells,SRX15230878,SRR19164416,PDX1,Tumor
s0211_mouse19_HBRX3078_Tumor_1cells,SRX15230879,SRR19164415,PDX1,Tumor
s0212_mouse19_HBRX3078_Tumor_1cells,SRX15230880,SRR19164414,PDX1,Tumor
s0213_mouse19_HBRX3078_Tumor_1cells,SRX15230881,SRR19164413,PDX1,Tumor
s0214_mouse19_HBRX3078_Tumor_1cells,SRX15230882,SRR19164412,PDX1,Tumor
s0215_mouse19_HBRX3078_Tumor_1cells,SRX15230883,SRR19164411,PDX1,Tumor
s0216_mouse19_HBRX3078_Tumor_1cells,SRX15230884,SRR19164410,PDX1,Tumor
s0217_mouse19_HBRX3078_Tumor_1cells,SRX15230885,SRR19164409,PDX1,Tumor
s0218_mouse19_HBRX3078_Tumor_1cells,SRX15230922,SRR19164716,PDX1,Tumor
s0219_mouse19_HBRX3078_Tumor_1cells,SRX15230923,SRR19164715,PDX1,Tumor
s0220_mouse19_HBRX3078_Tumor_1cells,SRX15230924,SRR19164714,PDX1,Tumor
s0221_mouse19_HBRX3078_Tumor_1cells,SRX15230925,SRR19164713,PDX1,Tumor
s0222_mouse19_HBRX3078_Tumor_1cells,SRX15230926,SRR19164712,PDX1,Tumor
s0223_mouse19_HBRX3078_Tumor_1cells,SRX15230927,SRR19164711,PDX1,Tumor
s0224_mouse19_HBRX3078_Tumor_1cells,SRX15230928,SRR19164710,PDX1,Tumor
s0225_mouse19_HBRX3078_Tumor_1cells,SRX15230929,SRR19164709,PDX1,Tumor
s0226_mouse19_HBRX3078_Tumor_1cells,SRX15230930,SRR19164708,PDX1,Tumor
s0227_mouse19_HBRX3078_Tumor_1cells,SRX15230931,SRR19164707,PDX1,Tumor
s0228_mouse19_HBRX3078_Tumor_1cells,SRX15230932,SRR19164706,PDX1,Tumor
s0229_mouse19_HBRX3078_Tumor_1cells,SRX15230933,SRR19164705,PDX1,Tumor
s0230_mouse19_HBRX3078_Tumor_1cells,SRX15230934,SRR19164704,PDX1,Tumor
s0231_mouse19_HBRX3078_Tumor_1cells,SRX15230935,SRR19164703,PDX1,Tumor
s0232_mouse19_HBRX3078_Tumor_1cells,SRX15230936,SRR19164702,PDX1,Tumor
s0233_mouse19_HBRX3078_Tumor_1cells,SRX15230937,SRR19164701,PDX1,Tumor
s0234_mouse19_HBRX3078_Tumor_1cells,SRX15228444,SRR19161918,PDX1,Tumor
s0235_mouse19_HBRX3078_Tumor_1cells,SRX15228445,SRR19161917,PDX1,Tumor
s0236_mouse19_HBRX3078_Tumor_1cells,SRX15228618,SRR19162432,PDX1,Tumor
s0237_mouse19_HBRX3078_Tumor_1cells,SRX15228619,SRR19162431,PDX1,Tumor
s0238_mouse19_HBRX3078_Tumor_1cells,SRX15228620,SRR19162430,PDX1,Tumor
s0239_mouse19_HBRX3078_Tumor_1cells,SRX15228621,SRR19162429,PDX1,Tumor
s0240_mouse19_HBRX3078_Tumor_1cells,SRX15228622,SRR19162428,PDX1,Tumor
s0241_mouse19_HBRX3078_Tumor_1cells,SRX15228623,SRR19162427,PDX1,Tumor
s0242_mouse19_HBRX3078_Tumor_1cells,SRX15228624,SRR19162426,PDX1,Tumor
s0243_mouse19_HBRX3078_Tumor_1cells,SRX15228625,SRR19162425,PDX1,Tumor
s0244_mouse19_HBRX3078_Tumor_1cells,SRX15228626,SRR19162424,PDX1,Tumor
s0245_mouse19_HBRX3078_Tumor_1cells,SRX15228627,SRR19162423,PDX1,Tumor
s0246_mouse19_HBRX3078_Tumor_1cells,SRX15228628,SRR19162422,PDX1,Tumor
s0247_mouse19_HBRX3078_Tumor_1cells,SRX15228629,SRR19162421,PDX1,Tumor
s0248_mouse19_HBRX3078_Tumor_1cells,SRX15228630,SRR19162420,PDX1,Tumor
s0249_mouse19_HBRX3078_Tumor_1cells,SRX15228631,SRR19162419,PDX1,Tumor
s0250_mouse19_HBRX3078_Tumor_1cells,SRX15228844,SRR19162550,PDX1,Tumor
s0251_mouse19_HBRX3078_Tumor_1cells,SRX15228845,SRR19162549,PDX1,Tumor
s0252_mouse19_HBRX3078_Tumor_1cells,SRX15228846,SRR19162548,PDX1,Tumor
s0253_mouse19_HBRX3078_Tumor_1cells,SRX15228847,SRR19162547,PDX1,Tumor
s0254_mouse19_HBRX3078_Tumor_1cells,SRX15228848,SRR19162546,PDX1,Tumor
s0255_mouse19_HBRX3078_Tumor_1cells,SRX15228849,SRR19162545,PDX1,Tumor
s0256_mouse19_HBRX3078_Tumor_1cells,SRX15228850,SRR19162544,PDX1,Tumor
s0257_mouse19_HBRX3078_Tumor_1cells,SRX15228851,SRR19162543,PDX1,Tumor
s0258_mouse19_HBRX3078_Tumor_2cells,SRX15228852,SRR19162542,PDX1,Tumor
s0259_mouse19_HBRX3078_Tumor_1cells,SRX15228853,SRR19162541,PDX1,Tumor
s0260_mouse19_HBRX3078_Tumor_1cells,SRX15228854,SRR19162540,PDX1,Tumor
s0261_mouse19_HBRX3078_Tumor_2cells,SRX15228855,SRR19162539,PDX1,Tumor
s0262_mouse19_HBRX3078_Tumor_1cells,SRX15228856,SRR19162538,PDX1,Tumor
s0263_mouse19_HBRX3078_Tumor_1cells,SRX15228857,SRR19162537,PDX1,Tumor
s0264_mouse19_HBRX3078_Tumor_1cells,SRX15228858,SRR19162536,PDX1,Tumor
s0265_mouse19_HBRX3078_Tumor_1cells,SRX15228859,SRR19162535,PDX1,Tumor
s0266_mouse19_HBRX3078_Tumor_1cells,SRX15230886,SRR19164408,PDX1,Tumor
s0267_mouse19_HBRX3078_Tumor_2cells,SRX15230887,SRR19164407,PDX1,Tumor
s0268_mouse19_HBRX3078_Tumor_1cells,SRX15230888,SRR19164406,PDX1,Tumor
s0269_mouse19_HBRX3078_Tumor_1cells,SRX15230889,SRR19164405,PDX1,Tumor
s0270_mouse19_HBRX3078_Tumor_1cells,SRX15230890,SRR19164404,PDX1,Tumor
s0271_mouse19_HBRX3078_Tumor_1cells,SRX15230891,SRR19164403,PDX1,Tumor
s0272_mouse19_HBRX3078_Tumor_1cells,SRX15230892,SRR19164402,PDX1,Tumor
s0273_mouse19_HBRX3078_Tumor_1cells,SRX15230893,SRR19164401,PDX1,Tumor
s0274_mouse19_HBRX3078_Tumor_1cells,SRX15230894,SRR19164400,PDX1,Tumor
s0275_mouse19_HBRX3078_Tumor_1cells,SRX15230895,SRR19164399,PDX1,Tumor
s0276_mouse19_HBRX3078_Tumor_1cells,SRX15230896,SRR19164398,PDX1,Tumor
s0277_mouse19_HBRX3078_Tumor_0cells,SRX15230897,SRR19164397,PDX1,Tumor
s0278_mouse19_HBRX3078_Tumor_1cells,SRX15230898,SRR19164396,PDX1,Tumor
s0279_mouse19_HBRX3078_Tumor_1cells,SRX15230899,SRR19164395,PDX1,Tumor
s0280_mouse19_HBRX3078_Tumor_1cells,SRX15230900,SRR19164394,PDX1,Tumor
s0281_mouse19_HBRX3078_Tumor_1cells,SRX15230901,SRR19164393,PDX1,Tumor
s0282_mouse19_HBRX3078_Tumor_1cells,SRX15230938,SRR19164700,PDX1,Tumor
s0283_mouse19_HBRX3078_Tumor_1cells,SRX15230939,SRR19164699,PDX1,Tumor
s0284_mouse19_HBRX3078_Tumor_1cells,SRX15230940,SRR19164698,PDX1,Tumor
s0285_mouse19_HBRX3078_Tumor_1cells,SRX15230941,SRR19164697,PDX1,Tumor
s0286_mouse19_HBRX3078_Tumor_1cells,SRX15230942,SRR19164696,PDX1,Tumor
s0287_mouse19_HBRX3078_Tumor_1cells,SRX15230943,SRR19164695,PDX1,Tumor
s0288_mouse19_HBRX3078_Tumor_1cells,SRX15230944,SRR19164694,PDX1,Tumor
s0289_mouse19_HBRX3078_Metastases_1cells,SRX15230945,SRR19164693,PDX1,Metastases
s0290_mouse19_HBRX3078_Metastases_1cells,SRX15230946,SRR19164692,PDX1,Metastases
s0291_mouse19_HBRX3078_Metastases_1cells,SRX15230947,SRR19164691,PDX1,Metastases
s0292_mouse19_HBRX3078_Metastases_1cells,SRX15230948,SRR19164690,PDX1,Metastases
s0293_mouse19_HBRX3078_Metastases_1cells,SRX15230949,SRR19164689,PDX1,Metastases
s0294_mouse19_HBRX3078_Metastases_1cells,SRX15230950,SRR19164688,PDX1,Metastases
s0295_mouse19_HBRX3078_Metastases_1cells,SRX15230951,SRR19164687,PDX1,Metastases
s0296_mouse19_HBRX3078_Metastases_1cells,SRX15230952,SRR19164686,PDX1,Metastases
s0297_mouse19_HBRX3078_Metastases_1cells,SRX15230953,SRR19164685,PDX1,Metastases
s0298_mouse19_HBRX3078_Metastases_1cells,SRX15228632,SRR19162418,PDX1,Metastases
s0299_mouse19_HBRX3078_Metastases_1cells,SRX15228633,SRR19162417,PDX1,Metastases
s0300_mouse19_HBRX3078_Metastases_1cells,SRX15228634,SRR19162416,PDX1,Metastases
s0301_mouse19_HBRX3078_Metastases_0cells,SRX15228635,SRR19162415,PDX1,Metastases
s0302_mouse19_HBRX3078_Metastases_1cells,SRX15228636,SRR19162414,PDX1,Metastases
s0303_mouse19_HBRX3078_Metastases_1cells,SRX15228637,SRR19162413,PDX1,Metastases
s0304_mouse19_HBRX3078_Metastases_1cells,SRX15228638,SRR19162412,PDX1,Metastases
s0305_mouse19_HBRX3078_Metastases_1cells,SRX15228639,SRR19162411,PDX1,Metastases
s0306_mouse19_HBRX3078_Metastases_0cells,SRX15228640,SRR19162410,PDX1,Metastases
s0307_mouse19_HBRX3078_Metastases_1cells,SRX15228641,SRR19162409,PDX1,Metastases
s0308_mouse19_HBRX3078_Metastases_1cells,SRX15228642,SRR19162408,PDX1,Metastases
s0309_mouse19_HBRX3078_Metastases_1cells,SRX15228643,SRR19162407,PDX1,Metastases
s0310_mouse19_HBRX3078_Metastases_1cells,SRX15228644,SRR19162406,PDX1,Metastases
s0311_mouse19_HBRX3078_Metastases_1cells,SRX15228645,SRR19162405,PDX1,Metastases
s0312_mouse19_HBRX3078_Metastases_1cells,SRX15228646,SRR19162404,PDX1,Metastases
s0313_mouse19_HBRX3078_Metastases_1cells,SRX15228647,SRR19162403,PDX1,Metastases
s0314_mouse19_HBRX3078_Metastases_1cells,SRX15228860,SRR19162534,PDX1,Metastases
s0315_mouse19_HBRX3078_Metastases_1cells,SRX15228861,SRR19162533,PDX1,Metastases
s0316_mouse19_HBRX3078_Metastases_1cells,SRX15228862,SRR19162532,PDX1,Metastases
s0317_mouse19_HBRX3078_Metastases_1cells,SRX15228863,SRR19162531,PDX1,Metastases
s0318_mouse19_HBRX3078_Metastases_1cells,SRX15228864,SRR19162530,PDX1,Metastases
s0319_mouse19_HBRX3078_Metastases_1cells,SRX15228865,SRR19162529,PDX1,Metastases
s0320_mouse19_HBRX3078_Metastases_1cells,SRX15228866,SRR19162528,PDX1,Metastases
s0321_mouse19_HBRX3078_Metastases_1cells,SRX15228867,SRR19162527,PDX1,Metastases
s0322_mouse19_HBRX3078_Metastases_1cells,SRX15228868,SRR19162526,PDX1,Metastases
s0323_mouse19_HBRX3078_Metastases_1cells,SRX15228869,SRR19162525,PDX1,Metastases
s0324_mouse19_HBRX3078_Metastases_1cells,SRX15228870,SRR19162524,PDX1,Metastases
s0325_mouse19_HBRX3078_Metastases_1cells,SRX15228871,SRR19162523,PDX1,Metastases
s0326_mouse19_HBRX3078_Metastases_2cells,SRX15228872,SRR19162522,PDX1,Metastases
s0327_mouse19_HBRX3078_Metastases_1cells,SRX15228873,SRR19162521,PDX1,Metastases
s0328_mouse19_HBRX3078_Metastases_1cells,SRX15228874,SRR19162520,PDX1,Metastases
s0329_mouse19_HBRX3078_Metastases_1cells,SRX15228875,SRR19162519,PDX1,Metastases
s0330_mouse19_HBRX3078_Metastases_1cells,SRX15230902,SRR19164392,PDX1,Metastases
s0331_mouse19_HBRX3078_Metastases_1cells,SRX15230903,SRR19164391,PDX1,Metastases
s0332_mouse19_HBRX3078_Metastases_1cells,SRX15230904,SRR19164390,PDX1,Metastases
s0333_mouse19_HBRX3078_Metastases_1cells,SRX15230905,SRR19164389,PDX1,Metastases
s0334_mouse19_HBRX3078_Metastases_1cells,SRX15230906,SRR19164388,PDX1,Metastases
s0335_mouse19_HBRX3078_Metastases_1cells,SRX15230907,SRR19164387,PDX1,Metastases
s0336_mouse19_HBRX3078_Metastases_1cells,SRX15230908,SRR19164386,PDX1,Metastases
s0337_mouse19_HBRX3078_Metastases_2cells,SRX15230909,SRR19164385,PDX1,Metastases
s0338_mouse19_HBRX3078_Metastases_1cells,SRX15230910,SRR19164384,PDX1,Metastases
s0339_mouse19_HBRX3078_Metastases_1cells,SRX15230911,SRR19164383,PDX1,Metastases
s0340_mouse19_HBRX3078_Metastases_1cells,SRX15228962,SRR19162776,PDX1,Metastases
s0341_mouse19_HBRX3078_Metastases_1cells,SRX15228963,SRR19162775,PDX1,Metastases
s0342_mouse19_HBRX3078_Metastases_1cells,SRX15228964,SRR19162774,PDX1,Metastases
s0343_mouse19_HBRX3078_Metastases_1cells,SRX15228965,SRR19162773,PDX1,Metastases
s0344_mouse19_HBRX3078_Metastases_1cells,SRX15228966,SRR19162772,PDX1,Metastases
s0345_mouse19_HBRX3078_Metastases_1cells,SRX15228967,SRR19162771,PDX1,Metastases
s0346_mouse19_HBRX3078_Metastases_1cells,SRX15230954,SRR19164684,PDX1,Metastases
s0347_mouse19_HBRX3078_Metastases_1cells,SRX15230955,SRR19164683,PDX1,Metastases
s0348_mouse19_HBRX3078_Metastases_1cells,SRX15230956,SRR19164682,PDX1,Metastases
s0349_mouse19_HBRX3078_Metastases_1cells,SRX15230957,SRR19164681,PDX1,Metastases
s0350_mouse19_HBRX3078_Metastases_1cells,SRX15230958,SRR19164680,PDX1,Metastases
s0351_mouse19_HBRX3078_Metastases_1cells,SRX15230959,SRR19164679,PDX1,Metastases
s0352_mouse19_HBRX3078_Metastases_1cells,SRX15230960,SRR19164678,PDX1,Metastases
s0353_mouse19_HBRX3078_Metastases_1cells,SRX15230961,SRR19164677,PDX1,Metastases
s0354_mouse19_HBRX3078_Metastases_1cells,SRX15230962,SRR19164676,PDX1,Metastases
s0355_mouse19_HBRX3078_Metastases_1cells,SRX15230963,SRR19164675,PDX1,Metastases
s0356_mouse19_HBRX3078_Metastases_1cells,SRX15230964,SRR19164674,PDX1,Metastases
s0357_mouse19_HBRX3078_Metastases_1cells,SRX15230965,SRR19164673,PDX1,Metastases
s0358_mouse19_HBRX3078_Metastases_1cells,SRX15230966,SRR19164672,PDX1,Metastases
s0359_mouse19_HBRX3078_Metastases_1cells,SRX15230967,SRR19164671,PDX1,Metastases
s0360_mouse19_HBRX3078_Metastases_1cells,SRX15230968,SRR19164670,PDX1,Metastases
s0361_mouse19_HBRX3078_Metastases_3cells,SRX15230969,SRR19164669,PDX1,Metastases
s0362_mouse19_HBRX3078_Metastases_1cells,SRX15228648,SRR19162402,PDX1,Metastases
s0363_mouse19_HBRX3078_Metastases_1cells,SRX15228649,SRR19162401,PDX1,Metastases
s0364_mouse19_HBRX3078_Metastases_1cells,SRX15228650,SRR19162400,PDX1,Metastases
s0365_mouse19_HBRX3078_Metastases_1cells,SRX15228651,SRR19162399,PDX1,Metastases
s0366_mouse19_HBRX3078_Metastases_1cells,SRX15228652,SRR19162398,PDX1,Metastases
s0367_mouse19_HBRX3078_Metastases_1cells,SRX15228653,SRR19162397,PDX1,Metastases
s0368_mouse19_HBRX3078_Metastases_1cells,SRX15228654,SRR19162396,PDX1,Metastases
s0369_mouse19_HBRX3078_Metastases_1cells,SRX15228655,SRR19162395,PDX1,Metastases
s0370_mouse19_HBRX3078_Metastases_1cells,SRX15228656,SRR19162394,PDX1,Metastases
s0371_mouse19_HBRX3078_Metastases_1cells,SRX15228657,SRR19162393,PDX1,Metastases
s0372_mouse19_HBRX3078_Metastases_1cells,SRX15228658,SRR19162392,PDX1,Metastases
s0373_mouse19_HBRX3078_Metastases_1cells,SRX15228659,SRR19162391,PDX1,Metastases
s0374_mouse19_HBRX3078_Metastases_1cells,SRX15228660,SRR19162390,PDX1,Metastases
s0375_mouse19_HBRX3078_Metastases_1cells,SRX15228661,SRR19162389,PDX1,Metastases
s0376_mouse19_HBRX3078_Metastases_1cells,SRX15228662,SRR19162388,PDX1,Metastases
s0377_mouse19_HBRX3078_Metastases_1cells,SRX15228663,SRR19162387,PDX1,Metastases
s0378_mouse19_HBRX3078_Metastases_1cells,SRX15228876,SRR19162518,PDX1,Metastases
s0379_mouse19_HBRX3078_Metastases_1cells,SRX15228877,SRR19162517,PDX1,Metastases
s0380_mouse19_HBRX3078_Metastases_1cells,SRX15228878,SRR19162516,PDX1,Metastases
s0381_mouse19_HBRX3078_Metastases_0cells,SRX15228879,SRR19162515,PDX1,Metastases
s0382_mouse19_HBRX3078_Metastases_1cells,SRX15228880,SRR19162514,PDX1,Metastases
s0383_mouse19_HBRX3078_Metastases_1cells,SRX15228881,SRR19162513,PDX1,Metastases
s0384_mouse19_HBRX3078_Metastases_1cells,SRX15228882,SRR19162512,PDX1,Metastases
s0385_mouse20_HBRX3078_Tumor_1cells,SRX15228883,SRR19162511,PDX1,Tumor
s0386_mouse20_HBRX3078_Tumor_1cells,SRX15228884,SRR19162510,PDX1,Tumor
s0387_mouse20_HBRX3078_Tumor_1cells,SRX15228885,SRR19162509,PDX1,Tumor
s0388_mouse20_HBRX3078_Tumor_1cells,SRX15228886,SRR19162508,PDX1,Tumor
s0389_mouse20_HBRX3078_Tumor_1cells,SRX15228887,SRR19162507,PDX1,Tumor
s0390_mouse20_HBRX3078_Tumor_1cells,SRX15228888,SRR19162506,PDX1,Tumor
s0391_mouse20_HBRX3078_Tumor_1cells,SRX15228889,SRR19162505,PDX1,Tumor
s0392_mouse20_HBRX3078_Tumor_1cells,SRX15228890,SRR19162504,PDX1,Tumor
s0393_mouse20_HBRX3078_Tumor_1cells,SRX15228891,SRR19162503,PDX1,Tumor
s0394_mouse20_HBRX3078_Tumor_2cells,SRX15228968,SRR19162770,PDX1,Tumor
s0395_mouse20_HBRX3078_Tumor_1cells,SRX15228969,SRR19162769,PDX1,Tumor
s0396_mouse20_HBRX3078_Tumor_1cells,SRX15228970,SRR19162768,PDX1,Tumor
s0397_mouse20_HBRX3078_Tumor_1cells,SRX15228971,SRR19162767,PDX1,Tumor
s0398_mouse20_HBRX3078_Tumor_1cells,SRX15228972,SRR19162766,PDX1,Tumor
s0399_mouse20_HBRX3078_Tumor_0cells,SRX15228973,SRR19162765,PDX1,Tumor
s0400_mouse20_HBRX3078_Tumor_1cells,SRX15228974,SRR19162764,PDX1,Tumor
s0401_mouse20_HBRX3078_Tumor_1cells,SRX15228975,SRR19162763,PDX1,Tumor
s0402_mouse20_HBRX3078_Tumor_1cells,SRX15228976,SRR19162762,PDX1,Tumor
s0403_mouse20_HBRX3078_Tumor_1cells,SRX15228977,SRR19162761,PDX1,Tumor
s0404_mouse20_HBRX3078_Tumor_1cells,SRX15228978,SRR19162760,PDX1,Tumor
